NODE_ID|NODE_NM|NODE_ENM|NODE_SNM|POSX|POSY|NODE_KIND|NODE_TYPE|SEQ|ADM_DSTRT_CD|USE_YN|ETL_TYPE|ETL_DATE
AP3017000197| 오량실내테니스장|||234135.16719600|311894.23205800|3701|3607|730|3017051000|T|0602|2019-12-31 02:47:02
AP3020000950|제이파크아파트|||228794.27621300|311856.43706800|3701|3601|732|3020052000|T|0602|2019-12-31 02:47:02
AP3017000124| 느리울네거리|||230952.22822500|311736.61300300|3701|3607|734|3017059700|T|0602|2019-12-31 02:47:02
AP3017000980|가수원초등학교|||231829.67028100|311631.54374800|3701|3601|736|3017059000|T|0602|2019-12-31 02:47:02
AP3017000133|관저네거리|Gwanjeo 4(ne)-geori|관저4|230079.02692900|311547.95587400|3701|3601|738|3017059700|T|0602|2019-12-31 02:47:02
AP2502000110|목동삼거리|Mok-dong 3(sam)-geori|목동3|236879.40104900|314714.14726200|3701|3601|584|30140103  |T|0602|2019-12-31 02:47:00
AP2502000103|대고(단)|Daejeon High School|대고(단)|238160.84451000|313720.24553000|3701|3601|641|30140105  |T|0602|2019-12-31 02:47:00
AP2502000100|서대전우체국4|Seodaejeon Post Office 4(ne)-geori|서대전우체국4|237175.36533000|313393.54503000|3701|3601|663|30140116  |T|0602|2019-12-31 02:47:00
AP2502000096|태평삼거리|Taepyeong 3(sam)-geori|태평3|236455.74580000|314114.62427000|3701|3601|619|30140113  |T|0602|2019-12-31 02:47:00
AP2502000092|AP2502000092|||236050.69286800|314808.92568100|3701|3601|578|30140112  |T|0602|2019-12-31 02:47:00
AP2502000090|중촌금성백조4|Jungchon Geumseong Baekjo 4(ne)-geori|중촌금성백조|236883.01731000|315552.24566200|3701|3601|541|30140104  |T|0602|2019-12-31 02:47:00
AP2502000088|목동선병원|Mokdong Sun hospital|목동선병원|236837.97471900|315120.22567100|3701|3601|563|30140104  |T|0602|2019-12-31 02:47:00
AP2502000083|문창초교네거리|Munchang Primary School 4(ne)-geori|문창초교4|238820.88746000|313325.19787000|3701|3601|665|30140106  |T|0602|2019-12-31 02:47:00
AP2502000081|문창교|Munchanggyo|문창교|239343.00860900|312757.17178100|3701|3601|699|30140106  |T|0602|2019-12-31 02:47:00
AP2502000078|한밭가든네거리|Hanbatgadeun4|한밭가든4|234266.34318800|311587.78462500|3701|3601|741|30140117  |T|0602|2019-12-31 02:47:00
AP2505003323|장동예비군훈련장|ArmyReserve TrainingCamp||238534.56250000|322964.34375000|3701|3607|3581|30230106  |T|0602|2019-12-31 02:47:00
AP2505003321|진골마을|Jingol Village||239686.01562500|324071.81250000|3701|3607|3576|30200128  |T|0602|2019-12-31 02:47:00
AP2505003319|장동종점|Jang-dong Terminal||239511.25000000|324104.90625000|3701|3607|3574|30200128  |T|0602|2019-12-31 02:47:00
AP2505003317|수도시설관리사업소|Manangement office of water su||238873.17187500|317970.06250000|3701|3607|3542|30230109  |T|0602|2019-12-31 02:47:00
AP2505003315|크라운제과|Crown Confectionery Company||236628.68750000|326737.03125000|3701|3607|3530|30230114  |T|0602|2019-12-31 02:47:00
AP2505003313|벤처타운장영실관|Venture Town Jangyeongsil Hall||236980.12500000|326375.40625000|3701|3607|3528|30230114  |T|0602|2019-12-31 02:47:00
AP2505003311|태양마을|Taeyang Village||238830.79687500|326322.43750000|3701|3607|3520|30170121  |T|0602|2019-12-31 02:47:00
AP2505003309|철도차량정비창|Daejeon Railroad Vehicle Work ||238121.62500000|325099.93750000|3701|3607|3516|30230116  |T|0602|2019-12-31 02:47:00
AP2505003307|상서동|Sangseo-dong||237849.03125000|325275.03125000|3701|3607|3510|30230116  |T|0602|2019-12-31 02:47:00
AP2505003305|달수정|Dalsujeong||238402.85937500|325465.50000000|3701|3607|3506|30170121  |T|0602|2019-12-31 02:47:00
AP2505003303|대전지방국세청|Daejeon Ragional Tax Office||238339.32812500|319214.68750000|3701|3607|3489|30230108  |T|0602|2019-12-31 02:47:00
AP2505003301|읍내네거리종점|Eumnae 4(ne)-geori Terminal St||237336.17187500|319422.71875000|3701|3607|3456|30230103  |T|0602|2019-12-31 02:47:00
AP2505003299|이엔페이퍼|ENPaper Co||236372.87500000|325593.65625000|3701|3607|3381|30230114  |T|0602|2019-12-31 02:47:00
AP2505003297|동건운수|Donggeon Bus co.||236633.00000000|325621.68750000|3701|3607|3362|30230114  |T|0602|2019-12-31 02:47:00
AP2505003295|제일사료|Jeil Feed||236482.39062500|318861.71875000|3701|3607|3334|30230102  |T|0602|2019-12-31 02:47:00
AP2505003293|읍내네거리|Eumnae 4(ne)-geori||237466.25000000|319383.09375000|3701|3607|3332|30230103  |T|0602|2019-12-31 02:47:00
AP2505003291|직업능력개발센터| ||236756.93750000|326556.96875000|3701|3607|3235|30230114  |T|0602|2019-12-31 02:47:00
AP2505003289|3공단네거리|3 Industrial Park 4(ne)-geori||236352.81250000|326986.28125000|3701|3607|3231|30230114  |T|0602|2019-12-31 02:47:00
AP2505003287|장동약수터|Mineral Spring||238536.12500000|322661.46875000|3701|3607|3199|30230106  |T|0602|2019-12-31 02:47:00
AP2505003285|효성모터스| ||238455.70312500|327362.40625000|3701|3607|3195|30230126  |T|0602|2019-12-31 02:47:00
AP2505003283|가상정류장| ||238343.14062500|327992.50000000|3701|3607|3184|30230126  |T|0602|2019-12-31 02:47:00
AP2505003281|휴양소| ||241695.36300000|328702.32234923|3701|3607|3121|30230125  |T|0602|2019-12-31 02:47:00
AP2505003279|회덕동사무소| ||237682.35937500|319611.25000000|3701|3607|3094|30230103  |T|0602|2019-12-31 02:47:00
AP2505003277|화정초등학교| ||236953.29461762|317557.11449794|3701|3607|3088|30230101  |T|0602|2019-12-31 02:47:00
AP2505003275|홍도동| ||237868.07052970|316267.52387520|3701|3607|3067|30110117  |T|0602|2019-12-31 02:47:00
AP2505003273|KT&G사원아파트| ||238666.03571201|326448.61240851|3701|3607|3061|30170121  |T|0602|2019-12-31 02:47:00
AP2505003271|한숲아파트| ||238297.54119922|317207.26858917|3701|3607|3057|30230101  |T|0602|2019-12-31 02:47:00
AP2505003269|한일버스| ||238799.24144978|327084.60967367|3701|3607|3054|30230126  |T|0602|2019-12-31 02:47:00
AP2505003267|회덕동사무소| ||237709.42187500|319599.96875000|3701|3607|3047|30230103  |T|0602|2019-12-31 02:47:00
AP2505003265|한솔제지| ||236014.43763925|326604.40374212|3701|3607|3034|30230114  |T|0602|2019-12-31 02:47:00
AP2505003263|청소년수련장| ||238972.58297237|318121.78217062|3701|3607|3021|30230109  |T|0602|2019-12-31 02:47:00
AP2505003261|와동기점지| ||238067.74745480|322613.43153917|3701|3607|3007|30230106  |T|0602|2019-12-31 02:47:00
AP2505003259|한밭대교| ||236394.95976386|317296.04648425|3701|3607|2992|30230101  |T|0602|2019-12-31 02:47:00
AP2505003257|효성신탄진공장| ||236123.26577769|327138.03980165|3701|3607|2970|30230113  |T|0602|2019-12-31 02:47:00
AP2505003255|대한통운마트| ||238148.17187500|320339.00000000|3701|3607|2950|30230103  |T|0602|2019-12-31 02:47:00
AP2505003253|이현동| ||241844.18773068|323549.19976168|3701|3607|2925|30230120  |T|0602|2019-12-31 02:47:00
AP2505003251|이현동| ||240977.19896144|323880.93124737|3701|3607|2921|30230120  |T|0602|2019-12-31 02:47:00
AP2505003249|평촌동| ||238838.69881991|325756.38228967|3701|3607|2874|30170121  |T|0602|2019-12-31 02:47:00
AP2505003247|정수장| ||237960.01562500|320696.87500000|3701|3607|2863|30230104  |T|0602|2019-12-31 02:47:00
AP2505003245|한남대학교| ||237543.42623947|316788.46868330|3701|3607|2845|30230101  |T|0602|2019-12-31 02:47:00
AP2505003243|하이트맥주| ||237387.26683653|317121.31890056|3701|3607|2828|30230101  |T|0602|2019-12-31 02:47:00
AP2505003241|장동지구산림욕장| ||239288.22497116|323020.48279434|3701|3607|2812|30200128  |T|0602|2019-12-31 02:47:00
AP2505003239|장동고개| ||239061.51562500|323811.53125000|3701|3607|2806|30230106  |T|0602|2019-12-31 02:47:00
AP2504000044|상지초교네거리|Hyundai 2nd Apt 4(ne)-geori|상지초교4|228888.73687000|319503.28013000|3701|3601|280|30200120  |T|0602|2019-12-31 02:47:00
AP2504000040|조치원방면|To Jochiwon|조치원방면|226510.18813100|324431.93548500|3701|3601|231|30200137  |T|0602|2019-12-31 02:47:00
AP2504000038|노은네거리|Noeun 4(ne)-geori|노은4|228453.69822000|318493.39085000|3701|3601|323|30200119  |T|0602|2019-12-31 02:47:00
AP2504000036|노은삼부네거리|Noeunsambu4(ne)-geori|노은삼부4|228471.10745400|319794.87556300|3701|3601|274|30200120  |T|0602|2019-12-31 02:47:00
AP2504000034|생명공학연구소|Genetic Engineering Laboratory 4(ne)-geori|생명공학3|231997.02739000|319857.81279300|3701|3601|271|30200125  |T|0602|2019-12-31 02:47:00
AP2504000032|다름고개삼거리|Dareumgogae 3(sam)-geori|다름고개3|232601.78551500|320442.05274500|3701|3601|264|30200126  |T|0602|2019-12-31 02:47:00
AP2504000030|도룡삼거리|Doryong 3(sam)-geori|도룡3|233900.20000000|320923.50000000|3701|3601|260|30200127  |T|0602|2019-12-31 02:47:00
AP2504000028|문지네거리|Munji 4(ne)-geori|문지4|236263.23826700|321090.54613300|3701|3601|258|30200140  |T|0602|2019-12-31 02:47:00
AP2504000026|둔산대교네거리|Dunsan Bridge 3(sam)-geori|둔산대교4|235234.23965500|319354.36762300|3701|3601|286|30200127  |T|0602|2019-12-31 02:47:00
AP2504000024|구성삼거리|Guseong 3(sam)-geori|구성3|233173.20156900|318796.35664600|3701|3601|308|30200124  |T|0602|2019-12-31 02:47:00
AP2504000022|충대오거리|Chungnam National University 5(o)-geori|충대5|230859.46516000|317969.53139000|3701|3601|359|30200122  |T|0602|2019-12-31 02:47:00
AP2504000019|유성네거리|Yuseong 4(ne)-geori|유성4|230587.76449400|317047.42578700|3701|3601|447|30200111  |T|0602|2019-12-31 02:47:00
AP2504000017|유성삼거리|Yuseong 3(sam)-geori|유성3|230150.20000000|317189.60000000|3701|3601|437|30200111  |T|0602|2019-12-31 02:47:00
AP2504000015|한밭대삼거리|Hanbat College 3(sam)-geori|한밭대3|227359.58663500|317775.30083000|3701|3601|371|30200112  |T|0602|2019-12-31 02:47:00
AP2504000012|구암교삼거리|Guamgyo 3(sam)-geori|구암교3|229665.91805000|317349.35372000|3701|3601|418|30200112  |T|0602|2019-12-31 02:47:00
AP2504000010|궁동네거리|Gung-dong 4(ne)-geori|궁동4|230278.42319000|318216.80706000|3701|3601|342|30200117  |T|0602|2019-12-31 02:47:00
AP2504000008|충렬사삼거리|Chungnyeolsa 3(sam)-geori|충렬사3|231796.08926500|321888.54377100|3701|3601|253|30200128  |T|0602|2019-12-31 02:47:00
AP2504000006|북대전IC4가|Bukdaejeon Nadeulmok 4(ne)-geori|북대전나들목|233801.84456000|324086.66179000|3701|3601|234|30200146  |T|0602|2019-12-31 02:47:00
AP2504000004|신구교삼거리|Singugyo 3(sam)-geori|신구교3|235043.54395500|326213.54974600|3701|3601|217|30200145  |T|0602|2019-12-31 02:47:00
AP2503003536|안복수길|In Boksu-gil||233792.54687500|310706.53125000|3701|3607|3592|30170101  |T|0602|2019-12-31 02:47:00
AP2503003534|사정교|Sajeonggyo(Bridge)||234352.35937500|310621.84375000|3701|3607|3537|30140118  |T|0602|2019-12-31 02:47:00
AP2503003532|탄방역/고용지원센터|Tanbang Station / Employment I||234543.51562500|316294.62500000|3701|3607|3533|30170106  |T|0602|2019-12-31 02:47:00
AP2503003530|초록마을5단지|Chorokmaeul Apts.5||233699.43750000|310870.18750000|3701|3607|3518|30170101  |T|0602|2019-12-31 02:47:00
AP2503003528|배재대학교|Paichai University||232978.62500000|313605.06250000|3701|3607|3509|30170103  |T|0602|2019-12-31 02:47:00
AP2503003526|을지대학병원|Daejeon Eulji University Hospi||234317.57812500|317208.40625000|3701|3607|3502|30170112  |T|0602|2019-12-31 02:47:00
AP3017000002|구봉중네거리|Gubong middle school 4(ne)-geori|구봉중4|229534.44487500|311497.47153200|3701|3601|740|3017059700|T|0602|2019-12-31 02:47:02
AP3017000977|은아아파트1단지|||231541.30872800|311425.35825100|3701|3601|742|3017059000|T|0602|2019-12-31 02:47:02
AP3020000402|샘물타운아파트|Sammultown Apt.|샘물타운아파트|228973.89004300|311361.59328600|3701|3601|744|3020052000|T|0602|2019-12-31 02:47:02
AP3017000975|느리울초교네거리|Neuriul Primary-school 4(ne)-geori|느리울초교4|230971.69677400|311299.47690400|3701|3601|746|3017059700|T|0602|2019-12-31 02:47:02
AP3017000973|구봉초입구|||229583.08544300|311263.03294100|3701|3601|748|3017059700|T|0602|2019-12-31 02:47:02
AP3017000130|진잠네거리|Jinjam 4(ne)-geori|진잠4|229073.09569900|311240.87756700|3701|3601|750|3017059700|T|0602|2019-12-31 02:47:02
AP2505000969|장동보건진료소|||239193.63316800|323712.86569400|3701|3601|21|30200128  |T|0602|2019-12-31 02:47:02
AP2505000967|동아교재|||237017.96289500|319312.75476700|3701|3601|42|30230102  |T|0602|2019-12-31 02:47:02
AP2505000964|세원화성|||236931.14933800|319041.53119500|3701|3601|47|30230102  |T|0602|2019-12-31 02:47:02
AP2505000962|제일사료|||236438.91409600|318852.56211800|3701|3601|50|30230102  |T|0602|2019-12-31 02:47:02
AP2505000960|한스코|||236170.77114300|318767.45170700|3701|3601|52|30230102  |T|0602|2019-12-31 02:47:02
AP2505000958|동아연필|||235955.31988500|318703.50469600|3701|3601|54|30230102  |T|0602|2019-12-31 02:47:02
AP2505000956|동춘당|||239436.47680000|318415.87676100|3701|3601|60|30230107  |T|0602|2019-12-31 02:47:02
AP2505000954|AP2505000954|||236138.82045600|318337.37979300|3701|3601|62|30230102  |T|0602|2019-12-31 02:47:02
AP2505000952|중리주공3단지|||238210.74529400|319121.19880600|3701|3601|45|30230108  |T|0602|2019-12-31 02:47:02
AP2505000950|선비마을2,3단지|||239295.84052500|318547.38498700|3701|3601|56|30230107  |T|0602|2019-12-31 02:47:02
AP2505000948|AP2505000948|||238016.16165700|325757.62794300|3701|3601|794|30230116  |T|0602|2019-12-31 02:47:02
AP2505000945|서오아파트|||240001.30363300|317887.61782200|3701|3601|796|30230110  |T|0602|2019-12-31 02:47:02
AP2505000943|비래검문소|||239865.40818900|317351.59275600|3701|3601|839|30230110  |T|0602|2019-12-31 02:47:02
AP2505000941|중리자율방범대|||238496.29062200|317900.89382800|3701|3601|841|30230109  |T|0602|2019-12-31 02:47:02
AP2505000939|애경유지삼거리|Aekyung Petrochemical 3(sam)-geori|애경유지3|237148.38980100|319514.95395900|3701|3601|843|30230103  |T|0602|2019-12-31 02:47:02
AP2505000937|AP2505000937|||238958.08226600|326133.75214100|3701|3601|867|30170121  |T|0602|2019-12-31 02:47:02
AP2505000148|원촌교|||236896.96675500|319886.08479600|3701|3603|269|30230103  |T|0602|2019-12-31 02:47:02
AP2505000146|대화영업소JC|DaehwaJC|대화JC|236459.14996800|319478.37760500|3701|3603|282|30230102  |T|0602|2019-12-31 02:47:02
AP2505000144|대화영업소JC|Daehwa JC|대화JC|236053.39662800|319329.01803600|3701|3602|288|30230102  |T|0602|2019-12-31 02:47:02
AP2505000142|한밭영업소JC|Hanbat JC|한밭JC|235632.49680100|318411.98081200|3701|3602|328|30230102  |T|0602|2019-12-31 02:47:02
AP2505000140|농수산5합류점|Agricultural & Marine ProductsMarket5|농수산5합|235952.37397000|317952.26627000|3701|3603|362|30230102  |T|0602|2019-12-31 02:47:02
AP2505000138|오정동|||236284.65230300|316946.96167900|3701|3603|462|30230101  |T|0602|2019-12-31 02:47:02
AP2505000136|대화고개네거리|Daehwagogael 4(ne)-geori|대화고개4|237408.85933500|317979.56157800|3701|3601|358|30230101  |T|0602|2019-12-31 02:47:02
AP2505000132|한남오거리|Hannam 5(o)-geori|한남5|237260.90678600|316464.93639100|3701|3601|499|30230101  |T|0602|2019-12-31 02:47:02
AP2505000127|비래체육공원|||240126.76010700|317759.17625900|3701|3601|372|30230110  |T|0602|2019-12-31 02:47:02
AP2505000125|대한철강|||236311.51196700|317239.74610600|3701|3601|435|30230101  |T|0602|2019-12-31 02:47:02
AP2505000086|신탄시장(단)|Sintan Market(Dan)|신탄시장|238013.60611700|327780.58193100|3701|3601|185|30230111  |T|0602|2019-12-31 02:47:02
AP2505000084|상서삼거리|Sangseo 3(sam)-geori|상서3|237673.26249200|325299.03805800|3701|3601|230|30230116  |T|0602|2019-12-31 02:47:02
AP2505000082|한국타이어4가|Hankook Tire 4(ne)-geori|한국타이어4|236665.92945100|327524.22756900|3701|3601|191|30230112  |T|0602|2019-12-31 02:47:02
AP2505000079|신대삼거리|Sindae-dong 3(sam)-geori|신대3|237702.08729000|321173.57464100|3701|3601|257|30230104  |T|0602|2019-12-31 02:47:02
AP2505000076|선바위삼거리|Sanmak 3(sam)-geori|선바위3|237555.63896000|324621.50926100|3701|3601|18|30230116  |T|0602|2019-12-31 02:47:02
AP2505000073|신탄나들목4가|Sintan  Nadeulmok 4(ne)-geori|신탄나들목4|237899.23912400|326555.96620600|3701|3601|207|30230115  |T|0602|2019-12-31 02:47:02
AP2505000071|서우아파트|||238437.65416400|327204.75626300|3701|3601|197|30230126  |T|0602|2019-12-31 02:47:02
AP2505000069|망골네거리|Manggol 4(ne)-geori|망골4|238106.78576900|327465.85780400|3701|3601|192|30230111  |T|0602|2019-12-31 02:47:02
AP2505000066|한신휴플러스입구|||239845.23372000|317305.98291000|3701|3601|424|30230110  |T|0602|2019-12-31 02:47:02
AP2505000064|비래지하차도4|Birae Underpass 4(ne)-geori|비래지하차도|240208.46343100|317690.42459300|3701|3601|66|30230110  |T|0602|2019-12-31 02:47:02
AP2505000061|우안도로네거리|Uandoro 4(ne)-geori|우안도로4|236822.58499700|319689.95836100|3701|3601|275|30230103  |T|0602|2019-12-31 02:47:02
AP2505000055|오정동(단)|Ojeong-dong|오정동(단)|237177.78430000|317366.09415800|3701|3601|417|30230101  |T|0602|2019-12-31 02:47:02
AP2505000053|세월교|||236783.01320300|316470.22412100|3701|3601|498|30230101  |T|0602|2019-12-31 02:47:02
AP2505000050|AP2505000050|||237847.54870100|316812.15976500|3701|3607|470|30230101  |T|0602|2019-12-31 02:47:02
AP2503003227|롯데아파트| ||232856.06559291|315247.13118077|3701|3607|1757|30170110  |T|0602|2019-12-31 02:47:02
AP2503003225|봉곡1통| ||229197.74832932|308103.84832626|3701|3607|1735|30170126  |T|0602|2019-12-31 02:47:02
AP2503003223|변동초등학교| ||234391.01004543|313743.48675540|3701|3607|1719|30170102  |T|0602|2019-12-31 02:47:02
AP2503003221|북중고개| ||233499.57812500|312662.59375000|3701|3607|1698|30170103  |T|0602|2019-12-31 02:47:02
AP2503003219|목원대학교입구| ||231099.29098248|314547.96534694|3701|3607|1693|30170115  |T|0602|2019-12-31 02:47:02
AP2503003217|둥지아파트| ||235047.22714368|317519.56691568|3701|3607|1685|30170112  |T|0602|2019-12-31 02:47:02
AP2503003215|백년예식장| ||233080.06971906|316716.28728969|3701|3607|1681|30170111  |T|0602|2019-12-31 02:47:02
AP2503003213|도안2동| ||230996.10937500|313848.53125000|3701|3607|1677|30170115  |T|0602|2019-12-31 02:47:02
AP2503003211|만년고등학교| ||233290.16048770|318509.23601881|3701|3607|1672|30170128  |T|0602|2019-12-31 02:47:02
AP2503003209|복음양지아파트| ||233256.11921004|312923.56524845|3701|3607|1666|30170103  |T|0602|2019-12-31 02:47:02
AP2503003207|상보안| ||230992.66629613|308453.88515197|3701|3607|1657|30170127  |T|0602|2019-12-31 02:47:02
AP2503003205|만년중학교| ||233643.32491757|318556.09675128|3701|3607|1654|30170128  |T|0602|2019-12-31 02:47:02
AP2503003203|서부교육청앞| ||233983.60254648|312802.12301753|3701|3607|1648|30170103  |T|0602|2019-12-31 02:47:02
AP2503003201|봉우중학교| ||229755.07418389|310971.96062922|3701|3607|1639|30170116  |T|0602|2019-12-31 02:47:02
AP2503003199|둔산여자고등학교| ||233513.18310208|317064.97854829|3701|3607|1626|30170111  |T|0602|2019-12-31 02:47:02
AP2503003197|용문역| ||235008.12711568|315548.73229959|3701|3607|1620|30170108  |T|0602|2019-12-31 02:47:02
AP2503003195|봉우중학교| ||229722.36238217|310945.62266087|3701|3607|1616|30170116  |T|0602|2019-12-31 02:47:02
AP2503003193|둔산초등학교| ||234319.86305475|316471.92050475|3701|3607|1609|30170106  |T|0602|2019-12-31 02:47:02
AP2503003191|변동변전소| ||233729.63525308|314370.90906740|3701|3607|1602|30170102  |T|0602|2019-12-31 02:47:02
AP2503003189|동산아파트| ||233253.08134350|316776.74944296|3701|3607|1600|30170111  |T|0602|2019-12-31 02:47:02
AP2503003187|법원/검찰청| ||234814.98735752|317280.61128923|3701|3607|1590|30170112  |T|0602|2019-12-31 02:47:02
AP2503003185|문정초등학교| ||235419.79886384|316695.67574414|3701|3607|1584|30170107  |T|0602|2019-12-31 02:47:02
AP2503003183|변동시장| ||234111.68949775|313854.16470258|3701|3607|1582|30170102  |T|0602|2019-12-31 02:47:02
AP2503003181|도마중학교| ||233461.69966586|313073.86745325|3701|3607|1577|30170103  |T|0602|2019-12-31 02:47:02
AP2503003179|법원/검찰청| ||234801.78847154|317299.93125026|3701|3607|1574|30170112  |T|0602|2019-12-31 02:47:02
AP2503003177|둔산2동사무소| ||234151.70496874|317049.68357975|3701|3607|1568|30170112  |T|0602|2019-12-31 02:47:02
AP2503003175|둔산2동사무소| ||234123.10186782|317029.73806621|3701|3607|1558|30170112  |T|0602|2019-12-31 02:47:02
AP2503003173|목련아파트| ||235081.75021289|316775.00020150|3701|3607|1554|30170112  |T|0602|2019-12-31 02:47:02
AP2503003171|북중고등학교| ||233562.70312500|312402.87500000|3701|3607|1552|30170103  |T|0602|2019-12-31 02:47:02
AP2503003169|탄방중학교| ||235390.12469366|316677.55160193|3701|3607|1544|30170112  |T|0602|2019-12-31 02:47:02
AP2503003167|배재대학교입구| ||233473.22223842|312984.32799639|3701|3607|1540|30170103  |T|0602|2019-12-31 02:47:02
AP2503003165|보라삼거리| ||235965.03527033|316692.96652703|3701|3607|1532|30170107  |T|0602|2019-12-31 02:47:02
AP2503003163|법원/검찰청| ||234972.56419575|317130.67315573|3701|3607|1526|30170112  |T|0602|2019-12-31 02:47:02
AP2503003161|법원/검찰청| ||234938.62807220|317203.50445279|3701|3607|1520|30170112  |T|0602|2019-12-31 02:47:02
AP2503003159|둔산경찰서| ||234012.68623884|317585.61622348|3701|3607|1518|30170112  |T|0602|2019-12-31 02:47:02
AP2503003157|도마네거리| ||234129.15724515|312494.93940383|3701|3607|1512|30170103  |T|0602|2019-12-31 02:47:02
AP2503003155|산직동| ||230718.42410022|303994.54718206|3701|3607|1501|30170119  |T|0602|2019-12-31 02:47:02
AP2503003153|변동오거리| ||234118.04552954|314220.99232586|3701|3607|1499|30170102  |T|0602|2019-12-31 02:47:02
AP2503003151|도마중학교| ||233484.37377279|313301.17729182|3701|3607|1493|30170103  |T|0602|2019-12-31 02:47:02
AP2503003149|변동네거리| ||233935.62804593|313868.35117127|3701|3607|1483|30170102  |T|0602|2019-12-31 02:47:02
AP2503003524|은하수네거리|Eunhasu Negeori(Intersection)||233853.39062500|316738.65625000|3701|3607|3494|30170112  |T|0602|2019-12-31 02:47:00
AP2503003522|변동복개도로|Byeon-dong Bokgaedoro||234430.26562500|314221.37500000|3701|3607|3490|30170102  |T|0602|2019-12-31 02:47:00
AP2503003520|기성중학교|Giseong Middle School||230673.04687500|305520.96875000|3701|3607|3474|30170117  |T|0602|2019-12-31 02:47:00
AP2503003518|탄방역1|Tanbang Station1||234438.48437500|316097.15625000|3701|3607|3429|30170106  |T|0602|2019-12-31 02:47:00
AP2503003516|금동초등학교|Geumdong Primary School||229082.42187500|310897.93750000|3701|3607|3423|30170116  |T|0602|2019-12-31 02:47:00
AP2503003514|평촌동종점|Pyeongchon-dong Terminal Stati||227580.12500000|304034.90625000|3701|3607|3418|30170121  |T|0602|2019-12-31 02:47:00
AP2503003512|평촌2통|Pyeongchon 2(i)tong||228281.48437500|304361.84375000|3701|3607|3416|30170121  |T|0602|2019-12-31 02:47:00
AP2503003510|평촌1통|Pyeongchon 1(il)tong||227990.40625000|304190.09375000|3701|3607|3414|30170121  |T|0602|2019-12-31 02:47:00
AP2503003508|평촌|Pyeongchon||228497.32812500|304343.59375000|3701|3607|3412|30170121  |T|0602|2019-12-31 02:47:00
AP2503003506|평촌|Pyeongchon||228514.76562500|304327.09375000|3701|3607|3410|30170121  |T|0602|2019-12-31 02:47:00
AP2503003504|사기점골|Sagijeomgol||228844.29687500|304522.00000000|3701|3607|3408|30170121  |T|0602|2019-12-31 02:47:00
AP2502000072|AP2502000072|||235485.67559100|312018.60570100|3701|3607|721|30140116  |T|0602|2019-12-31 02:47:00
AP2502000068|유천예식장4가|Yucheon Wedding Hall 4(ne)-geori|유천예식장4|235315.81975000|313044.62802000|3701|3601|683|30140115  |T|0602|2019-12-31 02:47:00
AP2502000066|금산방면|To Geumsan|금산방면|233952.52261500|307841.00746500|3701|3601|788|44710380  |T|0602|2019-12-31 02:47:00
AP2502000063|귀빈예식장4가|Gwibin Wedding Hall 4(ne)-geori|귀빈예식장4|237478.44801600|314971.63453900|3701|3601|568|30140102  |T|0602|2019-12-31 02:47:00
AP2502000061|(구)법원3가|(Old)Court 3(sam)-geori|(구)법원3|237521.05792300|314673.35898600|3701|3601|586|30140102  |T|0602|2019-12-31 02:47:00
AP2502000059|선화공원네거리|Seonhwa Park 4(ne)-geori|선화공원4|237406.27346100|314347.81353900|3701|3601|605|30140102  |T|0602|2019-12-31 02:47:00
AP2502000057|중촌금호APT4가|Geumho APT 3(sam)-geori|중촌금호A|236411.80265500|315544.46579400|3701|3601|543|30140104  |T|0602|2019-12-31 02:47:00
AP2502000053|안영IC앞|An'yeon I/C|안영IC|233775.14521000|308780.09313000|3701|3601|784|30140119  |T|0602|2019-12-31 02:47:00
AP2502000051|태평초교네거리|Taepyeong Primary School 4(ne)-geori|태평초교4|235499.36881000|313554.29506300|3701|3601|654|30140115  |T|0602|2019-12-31 02:47:00
AP2502000049|호동네거리|Ho-dong 4(ne)-geori|호동4|240128.58738000|311863.46250000|3701|3601|730|30140107  |T|0602|2019-12-31 02:47:00
AP2502000047|보문산공원오거리|Bomun Park 5(o)-geori|보문산공원5|238191.89921300|313024.01261500|3701|3601|684|30140110  |T|0602|2019-12-31 02:47:00
AP2502000045|대흥초교삼거리|Daeheung Primary School 3(sam)-geori|대흥초교3|238051.58892300|313291.93165800|3701|3601|667|30140105  |T|0602|2019-12-31 02:47:00
AP2502000043|대전전화국4가|Daejeon Telephone Office 4(ne)-geori|대전전화국4|237853.02301100|313861.83896500|3701|3601|634|30140105  |T|0602|2019-12-31 02:47:00
AP2502000041|부사오거리|Busa 4(ne)-geori|부사5|238980.41902000|312572.44218000|3701|3601|702|30140111  |T|0602|2019-12-31 02:47:00
AP2502000039|충무네거리|Chungmu 4(ne)-geori|충무4|238661.22575500|313248.83321000|3701|3601|670|30140110  |T|0602|2019-12-31 02:47:00
AP2502000037|대흥네거리|Daeheung 4(ne)-geori|대흥4|238391.87344000|313814.80036000|3701|3601|635|30140105  |T|0602|2019-12-31 02:47:00
AP2502000035|선화네거리|Seonhwa 4(ne)-geori|선화4|237882.17910200|314571.52576600|3701|3601|594|30140102  |T|0602|2019-12-31 02:47:00
AP2502000033|중촌육교네거리|Jungchon Overpass 4(ne)-geori|중촌육교4|236581.79248000|315841.38750000|3701|3601|527|30140104  |T|0602|2019-12-31 02:47:00
AP2502000031|당대가도교4가|Junggu Public Health Center 4(ne)-geori|당대가도교4|235329.67438800|311880.66176000|3701|3601|729|30140117  |T|0602|2019-12-31 02:47:00
