,x_coordinate,y_coordinate,z_coordinate
0,4.491088804233505,1.8984258639214304,1.4016430330597902
1,4.534582591645303,1.6821652100774953,1.3002811266814183
2,4.242432652207439,1.951123557196534,1.3082749713768889
3,4.3638559961593755,2.2893921808350703,1.4615482396847508
4,4.492639863982864,2.0981016983847565,1.3565831024106065
5,3.8928069829705887,1.9855615328943617,1.2603321525975644
6,4.358272913914329,2.0040794377926723,1.3941428859484382
7,4.252102718795044,2.0961624571689272,1.3316682946576843
8,4.288420792619462,2.2670278689328143,1.3686120740215308
9,4.168970150472693,2.1824052198111774,1.3385997333644688
10,4.0521427885554715,2.1176197082364276,1.3407602787903319
11,4.187238958212913,2.1890983520733722,1.3600467237983813
12,4.34934390817916,2.306515529296535,1.3761232470160847
13,4.621462062852022,1.6317484536369986,1.264615125927891
14,4.431559290296962,1.7343373126258887,1.4487019339317893
15,4.409115821294519,1.7215369652892376,1.3658176907116768
16,4.296407562778397,1.6591914533596965,1.224013708174191
17,4.255527999173734,1.821763837936532,1.2354361835401972
18,4.322712807714369,1.9359114419827077,1.3198628816268085
19,4.333131396923372,1.8814253351897117,1.3372230745531841
20,4.276954846338018,1.6485878649707584,1.275749038937923
21,4.222600586583119,1.460273484014148,1.2219404030190901
22,4.203874934415512,1.3885658531902072,1.1852301529535092
23,4.303951063906185,1.4912946547529837,1.1354707173081202
24,3.862571379708276,1.6031407303698069,1.186683668815905
25,0.08740024362424682,1.1090328340672149,1.7814454693241086
26,3.7355648272934414,1.8428452106327784,2.5735936909612667
27,4.062378120553493,2.131609860362972,1.3349925805872052
28,3.759020289991811,2.1307159166158764,1.2460877690251029
29,3.394626213502275,2.0471906247026834,1.1233352113955917
30,3.3800666442958565,2.0374281157736363,1.111398734108426
31,3.31386925226243,1.946297229170322,1.0794474789214508
32,3.121912176536461,1.7556780604526807,1.0214435515311278
33,3.095647815731017,1.6831431875372465,1.03563517506047
34,3.263234170063532,1.8262678925303255,1.1069063250421471
35,3.4214188942691357,1.9952931237604852,1.1651947349954324
36,3.4537218882362803,2.0491034600158957,1.1795522173744049
37,3.4024747236633424,2.0291057700567605,1.1641235713588198
38,3.3237289145392284,1.9894143784773777,1.1377696164650122
39,3.239837939707383,1.947827010715634,1.1088355031852162
40,3.159285902485538,1.9129929619816852,1.0755355844633254
41,3.10346533488076,1.9213256409142052,1.0088992116373634
42,3.105149009437853,2.032225176148545,0.8633555195844892
43,3.0980688465192747,2.139075512048056,0.749093575824078
44,2.998736714173938,2.121669325515752,0.8170918880906135
45,2.9233029912359196,2.212920932232702,0.9202110513868598
46,2.9292853416939546,2.4857971529331806,0.9477192003858695
47,2.9295635995988056,2.6854889720788053,0.9399714029992857
48,2.8730657438416225,2.6622528036649054,0.9241074276176137
49,2.8027812913632943,2.5572242957295463,0.9116335920928909
50,2.786276328070491,2.5695351114348925,0.9155005137331993
51,2.843305494005378,2.7117586066204367,0.9452922968265126
52,2.9429981734950106,2.859370496464337,0.9986613629761232
53,3.0238087086725516,2.8980077826255677,1.0526046511948721
54,3.02254498836839,2.790996443094298,1.0724043422763558
55,2.930972615821774,2.5951308085063873,1.0456148042273774
56,2.8262916413873675,2.4411131383839177,1.0041395740854622
57,2.80881172600408,2.4478829690508994,0.9960158044708448
58,2.8856657166167126,2.595721441358223,1.0280654152113726
59,2.9467848085318655,2.711882399395509,1.052438184959025
60,2.9048143589825024,2.6690065641768728,1.0300940700802101
61,2.805988902553322,2.5381005908507186,0.9816894193989243
62,2.7437095853429065,2.458181544760571,0.9491607555150183
63,2.7449179811251843,2.46934561485746,0.9447140224087085
64,2.783825458321246,2.5337676252461843,0.9569169837917912
65,2.835485854079975,2.614970745594631,0.9747075172033457
66,2.8896048893584276,2.6981760876828225,0.9935911821779535
67,2.942903983045547,2.7789707245116237,1.012224523067161
68,2.9920537792087583,2.8531248242988734,1.0292134775929411
69,3.021159009635465,2.9005915510045774,1.0371486019489071
70,2.9799642076413955,2.8581242124522386,1.0121567481058658
71,2.841054264629762,2.6871758120955285,0.9421100397701082
