,x_coordinate,y_coordinate,z_coordinate
0,4.0432851685165065,1.871788250128067,0.5135087438297389
1,4.08259697477738,1.9056086670275747,0.4543921973450857
2,3.962277063610443,1.7028879095565976,0.5102794115902088
3,3.687525631640284,1.7989209966118063,0.2777638645074938
4,3.503116073750746,1.8219112601896492,0.2610711165795456
5,3.898472416188817,1.9326452719887486,0.3983894587664038
6,3.991214357196687,1.9187739572166522,0.4602883091031768
7,4.098527284919202,2.046493830803408,0.4023473765563723
8,3.9279216446183702,2.047109276003221,0.29634199032721226
9,3.870874696750456,1.993404501768088,0.31575236769385534
10,4.147014188286093,2.0143935344844945,0.481682674854094
11,4.2641087375800275,2.0304284440932094,0.5564810655195623
12,3.51050311245251,1.8699008015923366,0.2021130598125119
13,4.061211129505636,1.8501822274498654,0.49952552656849425
14,4.154238116228237,1.9842512273591923,0.5057285894840594
15,3.5640652158695265,1.962756715306211,0.1578838148264306
16,3.8806300595682046,1.922333692074935,0.4332944143057011
17,3.93975446024867,1.9859861391716211,0.31600346610030183
18,4.410229624315318,1.9772167164919614,0.49493616959075126
19,4.092586589173058,2.0914917104482176,0.23581089603779326
20,3.912420189960406,2.0616921672372945,0.1560644491982229
21,3.907598012479129,1.9285431329619023,0.2395298853995316
22,3.912901587605862,1.8093210200582792,0.31910219366543136
23,3.9414712756290875,1.7764240280194068,0.35136560259108196
24,4.000669216817316,1.858138292279079,0.3199061892208167
25,4.052143835229845,1.977628650966318,0.2503390146797591
26,3.9971584277417196,1.9423930121159592,0.20339991896968493
27,3.9282906266420237,1.8839061054706336,0.1704117399627685
28,4.051180620155754,2.142139010321625,0.08751018603551045
29,3.9567117752625074,1.8033874665095297,0.30088894517696224
30,3.6489211308679828,1.7134888649686082,0.5913606189354775
31,3.7801080231366107,2.2167424197436483,0.5093598298922801
32,3.2535267205109513,1.9704208240288559,0.1102478155211472
33,2.8033731779335027,1.7535966422972307,-0.0203331636868115
34,3.0721544201768496,1.9592982490127164,-0.289296139907166
35,3.1006060770777863,1.9782409507495984,-0.30382746325689175
36,2.8381809834746177,1.5799132925363848,-0.0938158137456027
37,2.877637683490389,1.5971751457256511,-0.08482112291203758
38,3.015273340549563,1.6881135405733836,-0.07284604773108143
39,3.1618165186744625,1.754599962726493,-0.047089235880875144
40,3.0745916623984,1.5314863811996233,0.019939453275379507
41,3.369133457032696,1.9577769225749164,-0.04165897523941075
42,3.149662212497677,1.9924437678524953,-0.1031732531427862
43,3.3061376520261225,1.9469202833345731,-0.010053173490467707
44,3.2361247373547637,1.8372980500947307,0.039590196949820786
45,3.1221806939390637,1.7634116146289005,0.04924204437530183
46,3.160432784953551,1.7951458026179534,0.04457028781524301
47,3.296824971082185,1.8936544227468264,0.031702490753648845
48,3.4127258026663663,1.9784913946506053,0.019423138712496704
49,3.448202835225577,2.0088995606242235,0.012261020670965747
50,3.4183903419304933,1.9948182202794857,0.009561503113334768
51,3.360183210988762,1.9608388714757206,0.009152846868793868
52,3.297958098473188,1.9230322968518285,0.009693729827941358
53,3.2425786305546285,1.8882807081335036,0.010763093513691313
54,3.1991226791932985,1.8595239910419608,0.012339430386382999
55,3.170998510583438,1.8385896368166852,0.01449835117164932
56,3.160798032240401,1.8268401948370232,0.01731046370678912
57,3.170001717864816,1.825060327687492,0.020804714337030194
58,3.198455083620738,1.8331920418694287,0.024944932312507516
59,3.243897339649148,1.8500763749345748,0.02962516404340839
60,3.3012271844042798,1.8725841357841497,0.035079485686949984
61,3.356378670410168,1.8863782696305764,0.04708372285425823
62,3.3629947513652407,1.830650502168278,0.09683814341075256
63,3.2710200967558354,1.6413047247583048,0.21623116509010645
64,3.183475818618532,1.5186679064590796,0.2673067777059312
65,3.1568143354388005,1.7443743766853983,-0.02453233908808722
66,3.130518993898054,2.026665012891508,-0.37397973014156416
67,3.259025352838069,1.9751316797547738,-0.18986462676121119
68,3.310292119013386,1.8532026077435515,0.010977132966330879
69,3.251958989372943,1.7947969740285792,0.037215854669262714
70,3.2160379348250965,1.7683666468930381,0.032741547855518326
71,3.2569212173996704,1.780579226722019,0.02796355494962749
72,3.37278547316797,1.830056100180045,0.024009571641372445
73,3.4946608279183056,1.8833345550954064,0.019088121746750265
74,3.5208756925520146,1.8909033435604268,0.010535143640273288
75,3.40379803931659,1.8296135074124975,-0.002844414935768045
76,3.205347366930102,1.7301328440364074,-0.0196540246326199
77,3.0891920435863143,1.6749369664976017,-0.03832955619525412
78,3.2181360324869317,1.7474268813858909,-0.059032381223268725
79,3.393352236220024,1.8410335825413886,-0.07557155502301972
80,3.2991628920527596,1.7886082561727368,-0.08068814098249413
81,3.184087525068073,1.724069045331558,-0.08282504649898055
82,3.2317817365138715,1.7462109883156187,-0.08797425173593663
83,3.3415147527,1.8016989358891382,-0.09373077566323582
84,3.449831266000572,1.8568678578617641,-0.09844938995436556
85,3.5438734563783685,1.9049611014640841,-0.10178589647463498
86,3.619880306267915,1.944039735794782,-0.10362122147833368
