t,x,y,status,evt,x_pred,y_pred,status_pred,evt_pred
0.0,-0.22607929,0.39632112,False,4,,,,0.0
0.002,-0.20201948,0.40050432,False,4,,,,0.0
0.004,-0.22152948,0.39246267,False,4,,,,0.0
0.006,-0.3003746,0.37334454,False,4,,,,0.0
0.008,-0.2672531,0.3411371,False,4,,,,0.0
0.01,-0.28493404,0.38796344,False,4,,,,0.0
0.012,-0.2712992,0.31672046,False,4,,,,0.0
0.014,-0.2824389,0.3178737,False,4,,,,0.0
0.016,-0.2546383,0.33446848,False,4,,,,0.0
0.018,-0.26040167,0.33861086,False,4,,,,0.0
0.02,-0.28006142,0.4050483,False,4,,,,0.0
0.022,-0.2686864,0.45352864,False,4,,,,0.0
0.024,-0.23814857,0.45944563,False,4,,,,0.0
0.026,-0.22379126,0.47661996,False,4,,,,0.0
0.028,-0.19320576,0.4166625,False,4,,,,0.0
0.03,-0.20816886,0.41801703,False,4,,,,0.0
0.032,-0.2276244,0.42540622,False,4,,,,0.0
0.034,-0.19296655,0.4206172,False,4,,,,0.0
0.036,-0.14077847,0.5211388,False,4,,,,0.0
0.038,-0.12315783,0.5220315,False,4,,,,0.0
0.04,-0.11238182,0.49616107,False,4,,,,0.0
0.042,-0.14301205,0.52041245,False,4,,,,0.0
0.044,-0.1612696,0.52285314,False,4,,,,0.0
0.046,-0.15385514,0.49871358,False,4,,,,0.0
0.048,-0.15232559,0.4281017,False,4,,,,0.0
0.05,-0.14725263,0.4332981,False,4,,,,0.0
0.052,-0.120153144,0.44176763,False,4,,,,0.0
0.054,-0.10643275,0.49722195,False,4,,,,0.0
0.056,-0.078775115,0.5156487,False,4,,,,0.0
0.058,-0.08426911,0.51810205,False,4,,,,0.0
0.06,-0.07485347,0.5471842,False,4,,,,0.0
0.062,-0.055132464,0.5479641,False,4,,,,0.0
0.064,-0.048884872,0.47866198,False,4,,,,0.0
0.066,-0.031624008,0.51747096,False,4,,,,0.0
0.068,-0.028122438,0.4940743,False,4,,,,0.0
0.07,-0.0119681535,0.43323103,False,4,,,,0.0
0.072,-0.012213196,0.44223243,False,4,,,,0.0
0.074,-0.029243601,0.4770371,False,4,,,,0.0
0.076,-0.00065344485,0.47092274,False,4,,,,0.0
0.078,0.04817989,0.50145084,False,4,,,,0.0
0.08,0.014019893,0.50740576,False,4,,,,0.0
0.082,0.030766362,0.50836843,False,4,,,,0.0
0.084,0.015865486,0.5220091,False,4,,,,0.0
0.086,-0.0042376677,0.4977548,False,4,,,,0.0
0.088,-0.013034863,0.50591415,False,4,,,,0.0
0.09,-0.0013030001,0.49822253,False,4,,,,0.0
0.092,0.0035978362,0.5570491,False,4,,,,0.0
0.094,0.022034315,0.51511973,False,4,,,,0.0
0.096,0.04187687,0.48933586,False,4,,,,0.0
0.098,0.12574536,0.5314753,False,4,,,,0.0
0.1,0.08350481,0.53043675,False,4,,,,0.0
0.102,0.123205476,0.5531012,False,4,,,,0.0
0.104,0.11991102,0.5448135,False,4,,,,0.0
0.106,0.124117576,0.48067287,False,4,,,,0.0
0.108,0.07251488,0.45311052,False,4,,,,0.0
0.11,0.053915035,0.50024897,False,4,,,,0.0
0.112,0.03534631,0.4552109,False,4,,,,0.0
0.114,0.03916974,0.46464208,False,4,,,,0.0
0.116,0.031194214,0.45198935,False,4,,,,0.0
0.118,0.023323704,0.45064455,False,4,,,,0.0
0.12,0.0075457324,0.45731318,False,4,,,,0.0
0.122,0.004807487,0.4155248,False,4,,,,0.0
0.124,0.03160845,0.4507622,False,4,,,,0.0
0.126,0.07370313,0.4683323,False,4,,,,0.0
0.128,0.09907858,0.4564147,False,4,,,,0.0
0.13,0.062330082,0.39973322,False,4,,,,0.0
0.132,0.053520247,0.37706977,False,4,,,,0.0
0.134,0.05782598,0.41819498,False,4,,,,0.0
0.136,0.046157323,0.3923703,False,4,,,,0.0
0.138,0.06244288,0.44166845,False,4,,,,0.0
0.14,0.08396961,0.4609431,False,4,,,,0.0
0.142,0.090262905,0.45060953,False,4,,,,0.0
0.144,0.10754808,0.47694474,False,4,,,,0.0
0.146,0.091919854,0.4140468,False,4,,,,0.0
0.148,0.14053343,0.42489278,False,4,,,,0.0
0.15,0.14070068,0.4269319,False,4,,,,0.0
0.152,0.18837492,0.3949792,False,4,,,,0.0
0.154,0.16371906,0.42073777,False,4,,,,0.0
0.156,0.13156413,0.40011927,False,4,,,,0.0
0.158,0.14661281,0.39712042,False,4,,,,0.0
0.16,0.14928493,0.38890666,False,4,,,,0.0
0.162,0.15342535,0.42159835,False,4,,,,0.0
0.164,0.15384154,0.47162965,False,4,,,,0.0
0.166,0.18209913,0.47709447,False,4,,,,0.0
0.168,0.18079808,0.46769148,False,4,,,,0.0
0.17,0.18951651,0.43339437,False,4,,,,0.0
0.172,0.21842173,0.44304827,False,4,,,,0.0
0.174,0.17424418,0.41436863,False,4,,,,0.0
0.176,0.16410801,0.42340797,False,4,,,,0.0
0.178,0.20444073,0.4480765,False,4,,,,0.0
0.18,0.19463322,0.5169361,False,4,,,,0.0
0.182,0.20854421,0.4876128,False,4,,,,0.0
0.184,0.2350165,0.4615703,False,4,,,,0.0
0.186,0.2755437,0.44159842,False,4,,,,0.0
0.188,0.2651722,0.43403423,False,4,,,,0.0
0.19,0.23024403,0.4518328,False,4,,,,0.0
0.192,0.22028093,0.46307167,False,4,,,,0.0
0.194,0.15854596,0.49683008,False,4,,,,0.0
0.196,0.1900066,0.53628665,False,4,,,,0.0
0.198,0.2115839,0.5482033,False,4,,,,0.0
0.2,0.25679606,0.5345023,False,4,,,,0.0
0.202,0.23708768,0.48269543,False,4,,,,0.0
0.204,0.19122986,0.4219105,False,4,,,,0.0
0.206,0.26354638,0.43184245,False,4,,,,0.0
0.208,0.27925238,0.4601652,False,4,,,,0.0
0.21,0.28892377,0.49506518,False,4,,,,0.0
0.212,0.3224264,0.54163677,False,4,,,,0.0
0.214,0.28325474,0.54200625,False,4,,,,0.0
0.216,0.25739115,0.48928824,False,4,,,,0.0
0.218,0.27995056,0.48266432,False,4,,,,0.0
0.22,0.29205096,0.44917235,False,4,,,,0.0
0.222,0.30252552,0.49712956,False,4,,,,0.0
0.224,0.29410076,0.52552915,False,4,,,,0.0
0.226,0.29059237,0.4955368,False,4,,,,0.0
0.228,0.33117014,0.5044108,False,4,,,,0.0
0.23,0.30421358,0.48555037,False,4,,,,0.0
0.232,0.3459835,0.5150079,False,4,,,,0.0
0.234,0.3374751,0.47303185,False,4,,,,0.0
0.236,0.31636262,0.46612984,False,4,,,,0.0
0.238,0.31735834,0.43052,False,4,,,,0.0
0.24,0.3050304,0.42812696,False,4,,,,0.0
0.242,0.31013155,0.4611308,False,4,,,,0.0
0.244,0.37010068,0.4579637,False,4,,,,0.0
0.246,0.369278,0.5021675,False,4,,,,0.0
0.248,0.36942193,0.52052426,False,4,,,,0.0
0.25,0.36101273,0.4881282,False,4,,,,0.0
0.252,0.37304896,0.44454283,False,4,,,,0.0
0.254,0.3813862,0.42624345,False,4,,,,0.0
0.256,0.4768164,0.46251643,False,4,,,,0.0
0.258,0.4197469,0.45714498,False,4,,,,0.0
0.26,0.40451545,0.46044233,False,4,,,,0.0
0.262,0.43769914,0.4830173,False,4,,,,0.0
0.264,0.42597213,0.49428144,False,4,,,,0.0
0.266,0.42171308,0.46857053,False,4,,,,0.0
0.268,0.48232397,0.47979286,False,4,,,,0.0
0.27,0.5063439,0.5096685,False,4,,,,0.0
0.272,0.4844574,0.5529126,False,4,,,,0.0
0.274,0.48624465,0.58745277,False,4,,,,0.0
0.276,0.5076061,0.59476805,False,4,,,,0.0
0.278,0.47091594,0.5989746,False,4,,,,0.0
0.28,0.46272454,0.5824314,False,4,,,,0.0
0.282,0.47654995,0.6160468,False,4,,,,0.0
0.284,0.54680693,0.55365837,False,4,,,,0.0
0.286,0.53237087,0.4278372,False,4,,,,0.0
0.288,0.5340881,0.47170648,False,4,,,,0.0
0.29,0.5628708,0.49964416,False,4,,,,0.0
0.292,0.5308753,0.5296404,False,4,,,,0.0
0.294,0.5487614,0.5511827,False,4,,,,0.0
0.296,0.5329096,0.5559717,False,4,,,,0.0
0.298,0.55527645,0.5440648,False,4,,,,0.0
0.3,0.5664356,0.51355904,False,4,,,,0.0
0.302,0.5853213,0.52605814,False,4,,,,0.0
0.304,0.5753893,0.49932814,False,4,,,,0.0
0.306,0.5861206,0.53340644,False,4,,,,0.0
