Sequence_Name,Tag_identificator,timestamp,date_FORMAT,x_coordinate,y_coordinate,z_coordinate,activity
A01,010-000-024-033,633790226051280329,27.05.2009 14:03:25:127,4.062931060791016,,,walking
A01,010-000-024-033,633790226052361498,27.05.2009 14:03:25:237,4.087835311889648,,,walking
A01,010-000-024-033,633790226053442677,27.05.2009 14:03:25:343,3.95849609375,,,walking
A01,010-000-024-033,633790226054523854,27.05.2009 14:03:25:453,4.016990661621094,,,walking
A01,010-000-024-033,633790226055605037,27.05.2009 14:03:25:560,,,,walking
A01,010-000-024-033,633790226056686205,27.05.2009 14:03:25:670,3.8208940029144287,,0.0553768649697303,walking
A01,010-000-024-033,633790226057767378,27.05.2009 14:03:25:777,4.039506435394287,,0.4538170099258423,walking
A01,010-000-024-033,633790226058848547,27.05.2009 14:03:25:883,4.0300493240356445,1.924634337425232,,walking
A01,010-000-024-033,633790226059929714,27.05.2009 14:03:25:993,,1.9077460765838623,,walking
A01,010-000-024-033,633790226061010886,27.05.2009 14:03:26:100,3.815208196640015,,0.2273978888988495,walking
A01,010-000-024-033,633790226062092058,27.05.2009 14:03:26:210,,,0.5377328395843506,walking
A01,010-000-024-033,633790226063173229,27.05.2009 14:03:26:317,3.999123334884644,1.9111965894699097,0.5472050309181213,walking
A01,010-000-024-033,633790226064254399,27.05.2009 14:03:26:427,3.7943692207336426,,0.1932259947061538,walking
A01,010-000-024-033,633790226065335574,27.05.2009 14:03:26:533,,1.8816325664520264,0.4977138340473175,walking
A01,010-000-024-033,633790226066416759,27.05.2009 14:03:26:643,,,0.5036612749099731,walking
A01,010-000-024-033,633790226067497930,27.05.2009 14:03:26:750,3.8074049949646,2.0617172718048096,,walking
A01,010-000-024-033,633790226068579103,27.05.2009 14:03:26:857,3.79454493522644,2.0012941360473637,0.3637138307094574,walking
A01,010-000-024-033,633790226069660277,27.05.2009 14:03:26:967,,1.7698349952697754,0.371803879737854,walking
A01,010-000-024-033,633790226070741452,27.05.2009 14:03:27:073,4.108309268951416,2.0165762901306152,0.4578547179698944,walking
A01,010-000-024-033,633790226071822629,27.05.2009 14:03:27:183,,1.8255854845047,0.2441438436508178,walking
A01,010-000-024-033,633790226073984965,27.05.2009 14:03:27:400,,1.885386347770691,0.2678467929363251,walking
A01,010-000-024-033,633790226075066138,27.05.2009 14:03:27:507,3.922207593917847,,0.2347482442855835,walking
A01,010-000-024-033,633790226076147307,27.05.2009 14:03:27:613,3.9697887897491455,,,walking
A01,010-000-024-033,633790226077228485,27.05.2009 14:03:27:723,,,,walking
A01,010-000-024-033,633790226078309662,27.05.2009 14:03:27:830,,,,walking
A01,010-000-024-033,633790226079390838,27.05.2009 14:03:27:940,3.9194397926330566,,0.2331812679767608,walking
A01,010-000-024-033,633790226080472006,27.05.2009 14:03:28:047,,1.8847966194152832,0.1957855224609375,walking
A01,010-000-024-033,633790226081553183,27.05.2009 14:03:28:157,3.98968768119812,1.9132466316223145,0.0515258461236953,walking
A01,010-000-024-033,633790226082634354,27.05.2009 14:03:28:263,3.955254554748535,2.054946184158325,0.3022098243236542,walking
A01,010-000-024-033,633790226083715534,27.05.2009 14:03:28:370,4.030045509338379,1.8869026899337769,,walking
A01,010-000-024-033,633790226085877872,27.05.2009 14:03:28:587,3.832123279571533,1.8274588584899905,0.4960066080093384,walking
A01,010-000-024-033,633790226086959037,27.05.2009 14:03:28:697,3.75696325302124,,,walking
A01,010-000-024-033,633790226088040213,27.05.2009 14:03:28:803,,1.9646306037902832,-0.2124245911836624,walking
A01,010-000-024-033,633790226090202554,27.05.2009 14:03:29:020,2.9798333644866943,1.8392566442489624,,walking
A01,010-000-024-033,633790226091283725,27.05.2009 14:03:29:130,3.0572354793548584,,-0.3007766604423523,walking
A01,010-000-024-033,633790226092364907,27.05.2009 14:03:29:237,,,-0.3139456808567047,walking
A01,010-000-024-033,633790226093446080,27.05.2009 14:03:29:343,,1.713277816772461,-0.0729780867695808,sitting down
A01,010-000-024-033,633790226094527261,27.05.2009 14:03:29:453,3.0310306549072266,1.8691868782043457,-0.1262459754943847,sitting down
A01,010-000-024-033,633790226095608434,27.05.2009 14:03:29:560,3.020861864089966,1.8637213706970213,,sitting down
A01,010-000-024-033,633790226096689613,27.05.2009 14:03:29:670,3.149183988571167,1.9562777280807493,,sitting down
A01,010-000-024-033,633790226097770777,27.05.2009 14:03:29:777,3.089876890182495,1.5034090280532837,,sitting down
A01,010-000-024-033,633790226098851943,27.05.2009 14:03:29:887,,,0.1747943013906479,sitting down
A01,010-000-024-033,633790226099933127,27.05.2009 14:03:29:993,3.1263105869293213,,,sitting down
A01,010-000-024-033,633790226101014313,27.05.2009 14:03:30:100,,2.013834953308105,,sitting down
A01,010-000-024-033,633790226102095482,27.05.2009 14:03:30:210,,,0.1452659368515014,sitting down
A01,010-000-024-033,633790226103176661,27.05.2009 14:03:30:317,3.2479636669158936,1.7932530641555786,0.1304690390825271,sitting down
A01,010-000-024-033,633790226104257837,27.05.2009 14:03:30:427,,1.8262921571731567,,sitting down
A01,010-000-024-033,633790226105339017,27.05.2009 14:03:30:533,3.2620749473571777,,0.022990571334958,sitting down
A01,010-000-024-033,633790226106420190,27.05.2009 14:03:30:643,,2.045470714569092,-0.1014441922307014,sitting down
A01,010-000-024-033,633790226107501365,27.05.2009 14:03:30:750,3.1483864784240723,2.0438601970672607,-0.0452601239085197,sitting down
A01,010-000-024-033,633790226108582534,27.05.2009 14:03:30:857,3.124353647232056,2.0007150173187256,,sitting down
A01,010-000-024-033,633790226109663708,27.05.2009 14:03:30:967,3.144451379776001,2.014678478240967,-0.0952072590589523,sitting down
A01,010-000-024-033,633790226110744883,27.05.2009 14:03:31:073,,,,sitting down
A01,010-000-024-033,633790226111826061,27.05.2009 14:03:31:183,,,-0.1513952910900116,sitting
A01,010-000-024-033,633790226112907234,27.05.2009 14:03:31:290,3.228898525238037,1.9020627737045288,0.1768193393945694,sitting
