Sequence_Name,Tag_identificator,timestamp,date_FORMAT,x_coordinate,y_coordinate,z_coordinate,activity
A01,010-000-030-096,633790226052631792,27.05.2009 14:03:25:263,4.324462413787842,2.0724596977233887,,walking
A01,010-000-030-096,633790226054794151,27.05.2009 14:03:25:480,,,,walking
A01,010-000-030-096,633790226056956500,27.05.2009 14:03:25:697,,1.9901506900787356,0.501697838306427,walking
A01,010-000-030-096,633790226059118838,27.05.2009 14:03:25:913,,,,walking
A01,010-000-030-096,633790226061281182,27.05.2009 14:03:26:127,4.30866813659668,,0.5568785071372986,walking
A01,010-000-030-096,633790226063443524,27.05.2009 14:03:26:343,,1.8774183988571167,0.2986214160919189,walking
A01,010-000-030-096,633790226065605868,27.05.2009 14:03:26:560,,2.0054378509521484,0.4412223100662231,walking
A01,010-000-030-096,633790226067768228,27.05.2009 14:03:26:777,4.329990863800049,2.008127927780152,0.4537137448787689,walking
A01,010-000-030-096,633790226069930573,27.05.2009 14:03:26:993,4.542581558227539,,,walking
A01,010-000-030-096,633790226072092921,27.05.2009 14:03:27:210,4.548681735992432,,,walking
A01,010-000-030-096,633790226074255255,27.05.2009 14:03:27:427,4.309680461883545,,0.4195092022418976,walking
A01,010-000-030-096,633790226076417598,27.05.2009 14:03:27:643,,2.141072988510132,0.4304558038711548,walking
A01,010-000-030-096,633790226078579961,27.05.2009 14:03:27:857,3.9194493293762207,1.968531847000122,,walking
A01,010-000-030-096,633790226080742298,27.05.2009 14:03:28:073,3.5031557083129883,,0.4601683318614959,walking
A01,010-000-030-096,633790226082904646,27.05.2009 14:03:28:290,3.645522356033325,2.167288064956665,,walking
A01,010-000-030-096,633790226087229331,27.05.2009 14:03:28:723,,,,walking
A01,010-000-030-096,633790226089391681,27.05.2009 14:03:28:940,3.442623376846313,,0.122687317430973,walking
A01,010-000-030-096,633790226091554022,27.05.2009 14:03:29:157,,2.157625675201416,0.1103709861636161,walking
A01,010-000-030-096,633790226093716377,27.05.2009 14:03:29:370,,,,sitting down
A01,010-000-030-096,633790226095878727,27.05.2009 14:03:29:587,2.9970738887786865,2.150576591491699,,sitting down
A01,010-000-030-096,633790226098041067,27.05.2009 14:03:29:803,,,0.151973009109497,sitting down
A01,010-000-030-096,633790226100203422,27.05.2009 14:03:30:020,2.932060956954956,,,sitting down
A01,010-000-030-096,633790226102365777,27.05.2009 14:03:30:237,,,,sitting down
A01,010-000-030-096,633790226104528131,27.05.2009 14:03:30:453,,,,sitting down
A01,010-000-030-096,633790226106690488,27.05.2009 14:03:30:670,3.215071678161621,1.895116090774536,0.1648962944746017,sitting down
A01,010-000-030-096,633790226108852828,27.05.2009 14:03:30:887,,,0.2164435237646103,sitting down
A01,010-000-030-096,633790226111015178,27.05.2009 14:03:31:100,3.096909046173096,2.110351324081421,,sitting
A01,010-000-030-096,633790226113177532,27.05.2009 14:03:31:317,,2.0198798179626465,-0.1849293857812881,sitting
A01,010-000-030-096,633790226115339893,27.05.2009 14:03:31:533,3.1466622352600098,,,sitting
A01,010-000-030-096,633790226117502238,27.05.2009 14:03:31:750,,,,sitting
A01,010-000-030-096,633790226119664587,27.05.2009 14:03:31:967,,1.9924124479293823,,sitting
A01,010-000-030-096,633790226121826951,27.05.2009 14:03:32:183,,2.010715246200561,-0.1081387549638748,sitting
A01,010-000-030-096,633790226123989298,27.05.2009 14:03:32:400,3.19895601272583,2.0193288326263428,,sitting
A01,010-000-030-096,633790226126151648,27.05.2009 14:03:32:617,3.3161962032318115,1.9628922939300537,,sitting
A01,010-000-030-096,633790226128313994,27.05.2009 14:03:32:830,3.189169645309448,,0.0374147668480873,sitting
A01,010-000-030-096,633790226130476351,27.05.2009 14:03:33:047,3.4257795810699463,2.016218662261963,0.1733923107385635,sitting
A01,010-000-030-096,633790226132638705,27.05.2009 14:03:33:263,3.40159010887146,,,sitting
A01,010-000-030-096,633790226134801057,27.05.2009 14:03:33:480,3.22533655166626,,,sitting
A01,010-000-030-096,633790226136963405,27.05.2009 14:03:33:697,3.354524850845337,1.879377007484436,-0.099503681063652,sitting
A01,010-000-030-096,633790226139125760,27.05.2009 14:03:33:913,,,-0.1032694950699806,sitting
A01,010-000-030-096,633790226141288105,27.05.2009 14:03:34:130,,1.9183863401412964,,sitting
A01,010-000-030-096,633790226143450460,27.05.2009 14:03:34:347,,,-0.1033951714634895,sitting
A01,010-000-030-096,633790226145612816,27.05.2009 14:03:34:560,3.069472074508667,,-0.1363232731819152,sitting
A01,010-000-030-096,633790226147775177,27.05.2009 14:03:34:777,,1.965296983718872,,sitting
A01,010-000-030-096,633790226149937525,27.05.2009 14:03:34:993,3.0862481594085693,,-0.196925863623619,sitting
A01,010-000-030-096,633790226152099869,27.05.2009 14:03:35:210,3.058605432510376,,,sitting
A01,010-000-030-096,633790226154262221,27.05.2009 14:03:35:427,3.0815913677215576,,,sitting
A01,010-000-030-096,633790226156424568,27.05.2009 14:03:35:643,,2.169678211212158,0.170603409409523,sitting
A01,010-000-030-096,633790226158586923,27.05.2009 14:03:35:860,,1.9988542795181277,-0.0102275516837835,sitting
A01,010-000-030-096,633790226160749280,27.05.2009 14:03:36:073,,1.93251633644104,-0.1186932995915412,sitting
A01,010-000-030-096,633790226162911612,27.05.2009 14:03:36:290,3.1744816303253174,,,sitting
A01,010-000-030-096,633790226165073957,27.05.2009 14:03:36:507,3.056232690811157,1.9413918256759644,,sitting
A01,010-000-030-096,633790226167236304,27.05.2009 14:03:36:723,3.104374408721924,1.8870062828063965,-0.1883130669593811,sitting
A01,010-000-030-096,633790226169398674,27.05.2009 14:03:36:940,,,-0.1699899286031723,sitting
A01,010-000-030-096,633790226171561027,27.05.2009 14:03:37:157,,2.167081356048584,0.1148998588323593,sitting
A01,010-000-030-096,633790226173723374,27.05.2009 14:03:37:373,,,-0.1335804760456085,sitting
A01,010-000-030-096,633790226175885729,27.05.2009 14:03:37:590,3.238433599472046,2.0222644805908203,-0.2207547575235366,sitting
A01,010-000-030-096,633790226178048084,27.05.2009 14:03:37:803,3.486989021301269,,-0.2602853178977966,sitting
A01,010-000-030-096,633790226180210446,27.05.2009 14:03:38:020,3.2022202014923096,1.9022537469863887,,sitting
A01,010-000-030-096,633790226182372809,27.05.2009 14:03:38:237,,2.071016550064087,-0.3079316020011902,sitting
A01,010-000-030-096,633790226184535166,27.05.2009 14:03:38:453,,,-0.2329246550798416,sitting
A01,010-000-030-096,633790226186697524,27.05.2009 14:03:38:670,,,,sitting
A01,010-000-030-096,633790226188859873,27.05.2009 14:03:38:887,3.2622694969177246,,-0.0053320038132369,sitting
A01,010-000-030-096,633790226191022232,27.05.2009 14:03:39:103,3.269252061843872,2.3375344276428223,-0.060345821082592,sitting
A01,010-000-030-096,633790226193184582,27.05.2009 14:03:39:320,3.1207664012908936,,,sitting
A01,010-000-030-096,633790226195346941,27.05.2009 14:03:39:533,,2.041831493377685,-0.2028544545173645,sitting
A01,010-000-030-096,633790226197509293,27.05.2009 14:03:39:750,,2.11377501487732,-0.2018825709819793,sitting
A01,010-000-030-096,633790226199671653,27.05.2009 14:03:39:967,,,-0.2077379524707794,sitting
A01,010-000-030-096,633790226201834001,27.05.2009 14:03:40:183,,,-0.1490881443023681,sitting
A01,010-000-030-096,633790226203996365,27.05.2009 14:03:40:400,,2.087149381637573,-0.1520636230707168,sitting
A01,010-000-030-096,633790226206158720,27.05.2009 14:03:40:617,3.1786184310913086,2.1229233741760254,-0.1966067254543304,sitting
A01,010-000-030-096,633790226210483395,27.05.2009 14:03:41:050,,,-0.1630812287330627,sitting
A01,010-000-030-096,633790226212645733,27.05.2009 14:03:41:263,,2.105855226516724,-0.2419503331184387,sitting
A01,010-000-030-096,633790226214808097,27.05.2009 14:03:41:480,,1.5864461660385132,,sitting
A01,010-000-030-096,633790226216970436,27.05.2009 14:03:41:697,,,0.5195046663284302,sitting
A01,010-000-030-096,633790226219132789,27.05.2009 14:03:41:913,3.837876081466675,2.238181829452514,0.2791428864002228,sitting
A01,010-000-030-096,633790226225619817,27.05.2009 14:03:42:563,,0.5722655653953552,1.4747464656829834,sitting
A01,010-000-030-096,633790226227782161,27.05.2009 14:03:42:777,,0.8049115538597107,,sitting
A01,010-000-030-096,633790226232106848,27.05.2009 14:03:43:210,,,,sitting
A01,010-000-030-096,633790226234269196,27.05.2009 14:03:43:427,,,0.9333482980728148,sitting
A01,010-000-030-096,633790226236431543,27.05.2009 14:03:43:643,,,,sitting
A01,010-000-030-096,633790226240756246,27.05.2009 14:03:44:077,1.2922313213348389,0.5988608002662659,,sitting
A01,010-000-030-096,633790226242918604,27.05.2009 14:03:44:293,,,,sitting
A01,010-000-030-096,633790226245080970,27.05.2009 14:03:44:507,3.793967485427856,0.8199386596679688,,sitting
A01,010-000-030-096,633790226247243329,27.05.2009 14:03:44:723,3.3114359378814697,1.823361873626709,,sitting
A01,010-000-030-096,633790226249405675,27.05.2009 14:03:44:940,3.2970309257507324,,,sitting
A01,010-000-030-096,633790226251481651,27.05.2009 14:03:45:147,,,,standing up from sitting
A01,010-000-030-096,633790226253644003,27.05.2009 14:03:45:363,3.2544307708740234,,,standing up from sitting
A01,010-000-030-096,633790226255806355,27.05.2009 14:03:45:580,,1.9533461332321167,-0.1332310438156128,standing up from sitting
A01,010-000-030-096,633790226257968704,27.05.2009 14:03:45:797,,1.7617008686065674,0.2211259454488754,standing up from sitting
A01,010-000-030-096,633790226260131054,27.05.2009 14:03:46:013,3.1407909393310547,,,standing up from sitting
A01,010-000-030-096,633790226262293413,27.05.2009 14:03:46:230,3.275949239730835,,,standing up from sitting
A01,010-000-030-096,633790226264455753,27.05.2009 14:03:46:447,3.2721753120422363,,,walking
A01,010-000-030-096,633790226266618112,27.05.2009 14:03:46:663,3.3242502212524414,1.753292441368103,0.1080619916319847,walking
A01,010-000-030-096,633790226268780469,27.05.2009 14:03:46:877,,1.872575283050537,-0.1977552771568298,walking
A01,010-000-030-096,633790226270942815,27.05.2009 14:03:47:093,,1.839818239212036,-0.1083446964621543,walking
A01,010-000-030-096,633790226273105162,27.05.2009 14:03:47:310,,,0.2366311997175216,walking
A01,010-000-030-096,633790226275267515,27.05.2009 14:03:47:527,,1.6687440872192385,,walking
A01,010-000-030-096,633790226277429870,27.05.2009 14:03:47:743,2.9654340744018555,,0.2285633087158203,walking
A01,010-000-030-096,633790226279592213,27.05.2009 14:03:47:960,,1.7388263940811155,,falling
A01,010-000-030-096,633790226281754563,27.05.2009 14:03:48:177,,,0.2012580335140228,falling
A01,010-000-030-096,633790226283916910,27.05.2009 14:03:48:393,2.7703027725219727,1.452794909477234,0.3633938729763031,falling
A01,010-000-030-096,633790226286079255,27.05.2009 14:03:48:607,,1.2290507555007937,0.4916594326496124,falling
A01,010-000-030-096,633790226288241600,27.05.2009 14:03:48:823,,,,falling
A01,010-000-030-096,633790226290403954,27.05.2009 14:03:49:040,,1.3666807413101196,0.2324068695306778,lying
A01,010-000-030-096,633790226292566308,27.05.2009 14:03:49:257,3.4672505855560303,,0.390529453754425,lying
A01,010-000-030-096,633790226294728631,27.05.2009 14:03:49:473,3.332193374633789,1.513933539390564,0.206100732088089,lying
A01,010-000-030-096,633790226296890974,27.05.2009 14:03:49:690,3.295295000076294,1.5338972806930542,0.1894294619560241,lying
A01,010-000-030-096,633790226299053331,27.05.2009 14:03:49:907,3.46729588508606,1.314260721206665,0.2295900285243988,lying
A01,010-000-030-096,633790226301215657,27.05.2009 14:03:50:120,3.315659523010254,,,lying
A01,010-000-030-096,633790226303378010,27.05.2009 14:03:50:337,,1.523375391960144,0.4766264259815216,lying
A01,010-000-030-096,633790226305540362,27.05.2009 14:03:50:553,3.2729151248931885,1.4612269401550293,0.582615315914154,lying
A01,010-000-030-096,633790226307702708,27.05.2009 14:03:50:770,3.220548391342163,,,lying
A01,010-000-030-096,633790226309865066,27.05.2009 14:03:50:987,,,0.7438392639160156,lying
A01,010-000-030-096,633790226312027405,27.05.2009 14:03:51:203,,1.4759241342544556,0.3589914441108703,lying
A01,010-000-030-096,633790226314189741,27.05.2009 14:03:51:420,3.320004463195801,,0.3769667744636535,lying
A01,010-000-030-096,633790226316352078,27.05.2009 14:03:51:637,3.2837905883789062,,0.1820517480373382,lying
A01,010-000-030-096,633790226318514435,27.05.2009 14:03:51:850,,,,lying
A01,010-000-030-096,633790226320676792,27.05.2009 14:03:52:067,,,,lying
A01,010-000-030-096,633790226322839145,27.05.2009 14:03:52:283,,,0.3320911824703216,lying
A01,010-000-030-096,633790226325001481,27.05.2009 14:03:52:500,3.3467612266540527,1.3722801208496094,0.3359079957008362,lying
A01,010-000-030-096,633790226327163838,27.05.2009 14:03:52:717,,1.2726904153823853,,lying
A01,010-000-030-096,633790226329326179,27.05.2009 14:03:52:933,3.3217785358428955,,,lying
A01,010-000-030-096,633790226331488522,27.05.2009 14:03:53:150,,,0.4402353763580322,lying
A01,010-000-030-096,633790226333650885,27.05.2009 14:03:53:367,3.246646881103516,,,lying
A01,010-000-030-096,633790226335813235,27.05.2009 14:03:53:580,,1.433288335800171,,lying
A01,010-000-030-096,633790226337975590,27.05.2009 14:03:53:797,,,,lying
A01,010-000-030-096,633790226340137943,27.05.2009 14:03:54:013,3.3087270259857178,1.4281491041183472,0.3885095119476318,lying
A01,010-000-030-096,633790226342300282,27.05.2009 14:03:54:230,,1.4331988096237185,0.4586352407932281,lying
A01,010-000-030-096,633790226344462643,27.05.2009 14:03:54:447,,1.4525161981582642,,lying
A01,010-000-030-096,633790226346624988,27.05.2009 14:03:54:663,,,0.353715717792511,lying
A01,010-000-030-096,633790226348787337,27.05.2009 14:03:54:880,,,0.3241651654243469,lying
A01,010-000-030-096,633790226350949692,27.05.2009 14:03:55:093,,1.4181504249572754,,lying
