Sequence_Name,Tag_identificator,timestamp,date_FORMAT,x_coordinate,y_coordinate,z_coordinate,activity
A01,020-000-033-111,633790226051820913,27.05.2009 14:03:25:183,4.2919535636901855,1.7811404466629028,1.3444952964782717,walking
A01,020-000-033-111,633790226052902087,27.05.2009 14:03:25:290,4.364077091217041,,,walking
A01,020-000-033-111,633790226053983265,27.05.2009 14:03:25:397,4.244913578033447,1.9816819429397583,1.3087588548660278,walking
A01,020-000-033-111,633790226055064446,27.05.2009 14:03:25:507,,,,walking
A01,020-000-033-111,633790226057226795,27.05.2009 14:03:25:723,4.292500972747803,,1.36650812625885,walking
A01,020-000-033-111,633790226059389134,27.05.2009 14:03:25:940,4.401064872741699,1.958730101585388,,walking
A01,020-000-033-111,633790226060470296,27.05.2009 14:03:26:047,4.257812976837158,2.118816375732422,1.421759843826294,walking
A01,020-000-033-111,633790226061551477,27.05.2009 14:03:26:157,4.175219058990479,2.1623518466949463,,walking
A01,020-000-033-111,633790226062632644,27.05.2009 14:03:26:263,,2.2164318561553955,,walking
A01,020-000-033-111,633790226063713818,27.05.2009 14:03:26:370,4.141219615936279,2.181058883666992,,walking
A01,020-000-033-111,633790226064794985,27.05.2009 14:03:26:480,,,,walking
A01,020-000-033-111,633790226065876166,27.05.2009 14:03:26:587,4.197641372680664,2.160639524459839,1.3580472469329834,walking
A01,020-000-033-111,633790226066957341,27.05.2009 14:03:26:697,4.249606609344482,,1.3465509414672852,walking
A01,020-000-033-111,633790226069119689,27.05.2009 14:03:26:913,4.491220474243164,1.6067250967025757,1.235031008720398,walking
A01,020-000-033-111,633790226070200863,27.05.2009 14:03:27:020,,1.7306814193725586,,walking
A01,020-000-033-111,633790226071282041,27.05.2009 14:03:27:127,,,,walking
A01,020-000-033-111,633790226072363219,27.05.2009 14:03:27:237,4.311849117279053,,1.3237354755401611,walking
A01,020-000-033-111,633790226073444384,27.05.2009 14:03:27:343,4.282313823699951,,,walking
A01,020-000-033-111,633790226074525548,27.05.2009 14:03:27:453,,1.8112541437149048,1.2102545499801636,walking
A01,020-000-033-111,633790226075606720,27.05.2009 14:03:27:560,,,,walking
A01,020-000-033-111,633790226076687894,27.05.2009 14:03:27:670,,1.84223210811615,,walking
A01,020-000-033-111,633790226077769071,27.05.2009 14:03:27:777,,1.472303867340088,,walking
A01,020-000-033-111,633790226078850251,27.05.2009 14:03:27:887,4.170763969421387,1.461345076560974,1.1642377376556396,walking
A01,020-000-033-111,633790226079931420,27.05.2009 14:03:27:993,4.062352657318115,1.5653574466705322,1.1613589525222778,walking
A01,020-000-033-111,633790226081012597,27.05.2009 14:03:28:100,,,1.1723911762237549,walking
A01,020-000-033-111,633790226082093766,27.05.2009 14:03:28:210,,3.392423629760742,,walking
A01,020-000-033-111,633790226083174944,27.05.2009 14:03:28:317,,,,walking
A01,020-000-033-111,633790226087499628,27.05.2009 14:03:28:750,,2.0931828022003174,1.1722389459609983,walking
A01,020-000-033-111,633790226088580800,27.05.2009 14:03:28:857,3.427164316177368,2.089765310287476,1.1997156143188477,walking
A01,020-000-033-111,633790226089661973,27.05.2009 14:03:28:967,,,1.1268779039382937,walking
A01,020-000-033-111,633790226090743138,27.05.2009 14:03:29:073,3.427621364593506,1.979052782058716,,walking
A01,020-000-033-111,633790226091824318,27.05.2009 14:03:29:183,,2.0306236743927,1.161410212516785,walking
A01,020-000-033-111,633790226092905492,27.05.2009 14:03:29:290,,1.8142645359039309,,walking
A01,020-000-033-111,633790226093986668,27.05.2009 14:03:29:400,3.1416285037994385,1.725569486618042,1.088701844215393,sitting down
A01,020-000-033-111,633790226095067841,27.05.2009 14:03:29:507,3.234391927719116,,1.1302375793457031,sitting down
A01,020-000-033-111,633790226096149020,27.05.2009 14:03:29:613,3.215184211730957,1.8264974355697632,,sitting down
A01,020-000-033-111,633790226097230195,27.05.2009 14:03:29:723,3.1987462043762207,1.923019289970398,1.075116753578186,sitting down
A01,020-000-033-111,633790226098311361,27.05.2009 14:03:29:830,3.204945802688598,1.8621782064437864,1.025074124336243,sitting down
A01,020-000-033-111,633790226099392532,27.05.2009 14:03:29:940,3.148358106613159,1.954798698425293,0.9516353011131288,sitting down
A01,020-000-033-111,633790226100473716,27.05.2009 14:03:30:047,,,,sitting down
A01,020-000-033-111,633790226101554896,27.05.2009 14:03:30:157,3.1120293140411377,,0.8604591488838196,sitting down
A01,020-000-033-111,633790226102636070,27.05.2009 14:03:30:263,3.1392078399658203,,,sitting down
A01,020-000-033-111,633790226103717241,27.05.2009 14:03:30:373,3.093666076660156,,0.9038364887237548,sitting down
A01,020-000-033-111,633790226104798428,27.05.2009 14:03:30:480,3.060125827789306,2.095766544342041,,sitting down
A01,020-000-033-111,633790226105879599,27.05.2009 14:03:30:587,3.0595319271087646,2.154872179031372,0.8172391057014465,sitting down
A01,020-000-033-111,633790226106960778,27.05.2009 14:03:30:697,2.929588079452514,,0.8804551959037781,sitting down
A01,020-000-033-111,633790226108041947,27.05.2009 14:03:30:803,2.8137853145599365,,1.0303109884262085,sitting down
A01,020-000-033-111,633790226109123126,27.05.2009 14:03:30:913,2.816716194152832,2.715505123138428,0.8389420509338379,sitting down
A01,020-000-033-111,633790226110204293,27.05.2009 14:03:31:020,2.8795623779296875,2.4897632598876958,1.0049357414245603,sitting down
A01,020-000-033-111,633790226111285471,27.05.2009 14:03:31:130,,,,sitting
A01,020-000-033-111,633790226112366649,27.05.2009 14:03:31:237,2.852449655532837,,,sitting
A01,020-000-033-111,633790226113447824,27.05.2009 14:03:31:343,2.8616693019866943,,0.8683913350105286,sitting
A01,020-000-033-111,633790226114529002,27.05.2009 14:03:31:453,,,1.1186811923980713,sitting
A01,020-000-033-111,633790226115610191,27.05.2009 14:03:31:560,2.89692497253418,,,sitting
A01,020-000-033-111,633790226118853696,27.05.2009 14:03:31:887,,2.607041358947754,,sitting
A01,020-000-033-111,633790226119934883,27.05.2009 14:03:31:993,2.8861639499664307,,1.097992777824402,sitting
A01,020-000-033-111,633790226121016065,27.05.2009 14:03:32:100,,,0.898857593536377,sitting
A01,020-000-033-111,633790226122097249,27.05.2009 14:03:32:210,,,,sitting
A01,020-000-033-111,633790226123178426,27.05.2009 14:03:32:317,,2.6228103637695312,,sitting
A01,020-000-033-111,633790226124259589,27.05.2009 14:03:32:427,2.876481533050537,,,sitting
A01,020-000-033-111,633790226125340765,27.05.2009 14:03:32:533,2.8862454891204834,,,sitting
A01,020-000-033-111,633790226126421943,27.05.2009 14:03:32:643,2.867781639099121,,,sitting
A01,020-000-033-111,633790226127503108,27.05.2009 14:03:32:750,,,,sitting
A01,020-000-033-111,633790226128584286,27.05.2009 14:03:32:860,2.839923858642578,2.5469346046447754,1.012729525566101,sitting
