x_coordinate,y_coordinate,z_coordinate
3.205766605208926,0.24712417261979822,5.8098430382582865e-08
2.998792466179283,2.201861916894945,5.7998674671193325e-05
2.998241133432299,2.2274170231064105,0.008048982907923188
3.0777173101993562,2.2932324037437453,0.15528632286271268
3.195849094519769,1.1566831244402298,0.4164805002567768
2.7034496722590213,2.011453189330578,0.1552835332088346
2.324557843673566,1.9500705837148686,0.00804869371729413
3.0768906494098127,2.108812621109998,5.7995548961507744e-05
3.145623523316056,2.051347802047894,5.8094255639017785e-08
2.8946477492309137,1.9439512761234536,8.08985965781828e-12
3.1367832118372965,2.0047679543898376,2.1387726696454738e-16
3.1199161742359314,2.1594235098066528,3.313190357265889e-14
3.047562936431059,2.240174023415816,1.0459287456256146e-11
2.98237909515673,2.2298354340170077,1.8016795950505607e-09
2.9897759460718434,2.197665447783839,1.6934515113809462e-07
3.0877774182191247,2.1910499767107114,8.68535785767557e-06
3.20089921562318,2.2174289369908458,0.00024306499215942528
3.298849362663245,2.0027096271514893,0.003711734081830639
3.03861552567908,2.2734629859227504,0.03092794334410839
3.165274813310327,2.2368169476473456,0.14061931326754698
2.9428164413877966,2.134746657428257,0.3488660035402632
3.0119860293283,2.002041658771911,0.47227189422223365
3.222986698150682,1.9724661674950765,0.34885617998999746
3.743291665486229,2.1711200861205175,0.14062941555334538
2.8818844053242287,2.307697960752801,0.031174555855347175
3.4439093628040873,2.1162252762531324,0.5664533673435679
3.142083619506473,2.0110079706429382,0.013579626875122819
2.986254010485819,1.7808935002989454,0.5035606902636415
3.092685436643433,2.36751699362628,0.6126974135728653
3.3367275422692786,2.540788075612027,0.26365486878215394
3.507226019305117,2.4260100496644856,0.32170852531334065
3.229722838363519,2.353278225529321,0.2636926324510022
3.308104420151442,2.3063531457294713,0.14519179349088715
3.3046201096393686,2.1453485202840015,0.05370253566970669
3.348710121679075,2.4303691721547835,0.013343082238440716
3.4396522295171916,2.5909598512229,0.002227030584942626
3.189923516236193,2.401111838750592,0.0002496921266928434
3.103616924652127,2.4693279687556293,1.8805815173130383e-05
